SMILES,Shifts,Atom#,Solvent
C(C(F)(F)F)(O[H])(C(F)(F)F)O[H],['-93.0'],"[['4', '5', '6', '9', '10', '11']]",CDCl3
C(C(C(C(F)(OC(F)(OC(F)(OC(F)(OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F)F)F)F)(F)F)(F)F)(F)(F)F,"['-129.0', '-87.0', '-84.0', '-57.0', '-56.0']","[['17', '18', '21', '22', '28', '29', '35', '36'], ['19', '23', '30', '34'], ['16', '20', '27', '37', '38', '39'], ['25', '32'], ['24', '26', '31', '33']]",CDCl3
C1(C(F)(F)OC(C(OC(C(OC(C(OC(C(OC(C(OC(C(OC(C(OC(C(OC(C(O1)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,['-89.0'],"[['31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70']]",CDCl3
C1(=C(C(=C(C2=C1C(C(C2([H])[H])([H])[H])([H])[H])[H])F)F)[H],['-139.5'],"[['10', '11']]",CCl4
C1(=C(C(=C(C2=C1C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])F)F)[H],['-127.0'],"[['11', '12']]",CCl4
C1(=C(C(=C(C(=C1[H])F)C([H])([H])[H])[H])[H])C(=O)F,"['-114.47', '17.56']","[['10'], ['9']]",C6D6
C1(=C(C(=C(C(=C1[H])Cl)[H])[H])F)C(=O)F,"['-108.7', '31.5']","[['11'], ['9']]",CF3CCl3
C1(=C(C(=C(C(=C1Cl)[H])[H])[H])F)C(=O)F,"['-106.8', '51.5']","[['10'], ['9']]",CS2
C1(=C(C(=C(C(=C1F)F)F)F)F)C(=O)F,"['-160.1', '-143.5', '-134.3', '47.4']","[['12', '14'], ['13'], ['10', '11'], ['9']]",CF3CCl3
C1(=C(C(=C(C(=C1F)[H])[H])[H])F)C(=O)F,"['-105.6', '47.38']","[['10', '11'], ['9']]",CDCl3
C(OC(C(OC(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)F)(F)(F)F,"['-149.0', '-92.0', '-91.0', '-86.0', '-83.0', '-57.0']","[['15'], ['18', '19'], ['20', '21', '22'], ['16', '17'], ['12', '13', '14'], ['9', '10', '11']]",CDCl3
C(C(C(F)(F)OC(C(OC(C(F)(F)F)(F)F)(F)F)(F)C(F)(F)F)(F)F)(F)(F)F,"['-148.0', '-133.0', '-92.0', '-91.0', '-86.0', '-85.0', '-84.0', '-83.0']","[['17'], ['13', '14'], ['24', '25'], ['26', '27', '28'], ['15', '16'], ['10', '11', '12'], ['18', '19'], ['21', '22', '23']]",CDCl3
P([H])([H])([H])(F)F,['-73.0'],"[['5', '6']]",SO2ClF
C1(C(C(C(C(O1)([H])[H])(OC(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O)[H])(OC(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O)[H])(C(F)(F)Cl)[H])(O[H])[H],"['-48.8', '-47.6']","[['24'], ['23']]",CDCl3
O1C(C(C(C(OC(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O)(C1([H])[H])[H])(OC(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O)[H])(Br)[H])(C(F)(F)Cl)[H],['-57.5'],"[['16', '17']]",CDCl3
O1C(C(C(C(OC(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O)(C1([H])[H])[H])(OC(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O)[H])([H])[H])(C(F)(F)Cl)[H],"['-64.7', '-62.7']","[['15'], ['16']]",CDCl3
C1(C(C(C(C(O1)(OC(C([H])([H])[H])=O)[H])(OC(C([H])([H])[H])=O)[H])(OC(C([H])([H])[H])=O)[H])(C(C(C(=C([H])[H])[H])([H])[H])(F)F)[H])(OC(C([H])([H])[H])=O)[H],"['-96.2', '-94.7']","[['26'], ['27']]",CDCl3
C(C(C(C(F)(OC(F)(F)OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F)(F)F)(F)F)(F)(F)F,"['-129.0', '-87.0', '-84.0', '-54.0']","[['13', '14', '19', '20', '23', '24', '28', '29'], ['15', '21', '22', '27'], ['12', '18', '25', '26', '30', '31'], ['16', '17']]",CDCl3
C(N(C(F)(F)C(C(F)(F)F)(F)F)C(F)(F)C(C(F)(F)F)(F)F)(F)(F)C(C(F)(F)F)(F)F,"['-121.0', '-84.0', '-82.0']","[['17', '18', '22', '23', '27', '28'], ['6', '7', '9', '10', '12', '13'], ['19', '20', '21', '24', '25', '26', '29', '30', '31']]",CDCl3
N(F)(F)C(F)(F)F,"['-84.0', '19.0']","[['5', '6', '7'], ['2', '3']]",CDCl3
N(=C(F)[H])C(F)(F)F,"['-62.0', '-46.0']","[['5', '6', '7'], ['4']]",CDCl3
N(=C(F)[H])C(F)(F)F,"['-59.0', '-16.0']","[['5', '6', '7'], ['3']]",CDCl3
C1(C(ON1[H])(F)F)(F)F,"['-97.8', '-81.4']","[['7', '8'], ['5', '6']]",Unreported
C1(C(ON1[H])(F)F)(F)F,"['-98.0', '-81.0']","[['7', '8'], ['5', '6']]",CDCl3
C1(C(ON1C(F)(F)F)(F)F)(F)F,"['-99.0', '-83.0', '-71.0']","[['7', '8'], ['5', '6'], ['10', '11', '12']]",CDCl3
C(F)(F)(C(C(F)(F)F)(F)F)N(C(F)(F)C(C(F)(F)F)(F)F)OC(F)(F)C(C(F)(F)F)(F)F,"['-129.0', '-125.0', '-96.0', '-89.0', '-82.0']","[['20', '21'], ['15', '16', '25', '26'], ['4', '5', '7', '8'], ['10', '11'], ['17', '18', '19', '22', '23', '24', '27', '28', '29']]",CDCl3
C(F)(F)(F)N(C(C(F)(F)N(C(F)(F)F)O[H])(F)F)O[H],"['-104.0', '-66.0']","[['9', '10', '11', '12'], ['13', '14', '15', '16', '17', '18']]",CDCl3
C1(=C(C(=C(C(=C1C(C(F)(F)F)(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])O[H])[H])[H])[H])[H])[H],['-74.1'],"[['16', '17', '18']]",SO2
C1(=C(C(=C(C(=C1C(C(F)(F)F)(C2(C(C2([H])[H])([H])[H])[H])O[H])[H])[H])[H])[H])[H],['-78.4'],"[['13', '14', '15']]",SO2
C1(=C(C(=C(C(=C1C(C([H])([H])[H])(C(F)(F)F)O[H])[H])[H])[H])[H])[H],['-81.1'],"[['7', '9', '16']]",SO2
C1(C(C(N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])(C(C(F)(F)F)([H])[H])O[H])=C(C(=C(C(=C1[H])[H])[H])[H])[H],['-94.3'],"[['13', '14', '15']]",CDCl3
C1(=C(C(=C(C(=C1F)[H])C#CC2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H])Br,['-106.4'],[['7']],CDCl3
C1(=C(C(=C(C(=C1F)[H])C#CC2=C(C(=C(C(=C2[H])[H])F)[H])[H])[H])[H])Br,"['-109.5', '-106.4']","[['17'], ['7']]",CDCl3
C1(=C(C(=C(C(=C1F)[H])C#CC2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H])C#CC3=C(C(=C(C(=C3[H])[H])[H])[H])[H],['-109.5'],[['7']],CDCl3
C1(=C(C(=C(C(=C1F)[H])C#CC2=C(C(=C(C(=C2[H])[H])F)[H])[H])[H])[H])C#CC3=C(C(=C(C(=C3[H])[H])F)[H])[H],['-109.5'],"[['7', '24', '25']]",CDCl3
C1(=C(C(=C(C(=C1F)[H])C#CC2=C(C(=C(C(=C2[H])[H])OC([H])([H])[H])[H])[H])[H])[H])C#CC3=C(C(=C(C(=C3[H])[H])OC([H])([H])[H])[H])[H],['-110.0'],[['7']],CDCl3
N12C(C(C(C3=C2C(=C4C(=C3[H])C(=C5C(=C6C=7C(=C5[H])C(C(C([N+]7C(C(C6([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])O4)C8=C(C(=C(C(=C8C([O-])=O)F)F)F)F)C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H],"['-158.8', '-153.0', '-139.9', '-138.8']","[['40'], ['39'], ['41'], ['38']]",CDCl3
C1(C(N=NC1(N2C(C3=C(C2=O)C(=C(C(=C3[H])[H])[H])[H])=O)[H])(C(F)(F)F)[H])([H])[H],['-71.7'],"[['8', '9', '10']]",CDCl3
C=1(C(=NN(C1C(O[H])=O)[H])C(F)(F)F)C([H])([H])[H],['-58.4'],"[['7', '8', '9']]",CDCl3
C1(C(N=NC1(C(=O)OC(C([H])([H])[H])([H])[H])C=2C(=C(C(=C(N2)[H])[H])[H])[N+]([O-])=O)(C(F)(F)F)[H])([H])[H],['-71.2'],"[['18', '19', '20']]",CDCl3
C1(C(N(N=C1C(=O)OC([H])([H])[H])[H])(C(F)(F)F)[H])(C(OC([H])([H])[H])=O)[H],['-87.5'],"[['8', '9', '10']]",CDCl3
C1(C(N(N=C1C(=O)OC(C([H])([H])[H])([H])[H])[H])(C(F)(F)F)[H])(C(F)(F)F)[H],"['-91.5', '-82.3']","[['8', '9', '10'], ['15', '16', '18']]",CDCl3
C=1(C(=NN(C1C(=O)OC([H])([H])[H])[H])C(F)(F)F)[H],['-62.9'],"[['8', '9', '10']]",CDCl3
C=1(C(=NN(C1C(=O)O[H])[H])C(F)(F)F)[H],['-70.7'],"[['8', '9', '10']]",CDCl3
S1C(C(C(S[C+]1C(F)(F)F)([H])[H])([H])[H])([H])[H].S(O[H])([O-])(O[H])C(F)(F)F,"['-79.94', '-64.26']","[['16', '17', '18'], ['8', '9', '10']]",CDCl3+CH3CN
C1(C(C(OC2(C1(C2(C(F)(F)F)[H])[H])[H])([H])[H])([H])[H])([H])[H],['-57.76'],"[['9', '10', '11']]",CDCl3
C(C(N(OC(=O)C([H])([H])[H])C(=C([H])[H])C(OC([H])([H])[H])=O)([H])[H])(F)(F)F,['-75.53'],"[['6', '7', '8']]",CDCl3
C=1(C2=C(C(=C(C1C(C(F)(F)F)=O)[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])C(=C(O2)[H])[H])O[H],['-69.7'],"[['15', '16', '17']]",CDCl3
C=1(C2=C(C(=C(C1C(C(F)(F)F)=O)[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])C(C(S2)([H])[H])([H])[H])O[H],['-70.51'],"[['20', '21', '22']]",CDCl3
C1(=C(OC(=C1C(F)(F)F)F)C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H],"['-108.58', '-59.14']","[['9'], ['3', '7', '16']]",CDCl3
O1C(=C(C(=C1OC(C([H])([H])[H])([H])[H])C(F)(F)F)[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])[H],['-58.12'],"[['9', '10', '11']]",CDCl3
C1(C(C(C(C(C1(C(C(F)(F)F)=C(F)F)[H])=O)([H])[H])([H])[H])([H])[H])([H])[H],"['-76.46', '-74.98', '-60.53']","[['11'], ['12'], ['13', '14', '15']]",CDCl3
C(C(=O)C1=C(C(=C(C(=C1[H])[H])C([H])([H])[H])[H])[H])(C(=C(F)F)C(F)(F)F)([H])[H],"['-79.69', '-75.38', '-61.73']","[['7'], ['3'], ['9', '10', '11']]",CDCl3
C(C(=O)C1=C(C(=C(C(=C1[H])[H])F)[H])[H])(C(=C(F)F)C(F)(F)F)([H])[H],"['-108.52', '-79.44', '-75.09', '-61.78']","[['18'], ['7'], ['3'], ['9', '10', '11']]",CDCl3
C(C(=O)C1=C(C(=C(C(=C1[H])[H])Cl)[H])[H])(C(C(F)(F)F)(C(F)(F)F)[H])([H])[H],['-68.59'],"[['3', '7', '9', '10', '11', '19']]",CDCl3
O1C(=C(C(=C1C(C(O[H])=O)(C(O[H])=O)[H])C(F)(F)F)[H])C2=C(C(=C(C(=C2[H])[H])F)[H])[H],"['-112.7', '-58.8']","[['23'], ['9', '10', '11']]",CDCl3
[Xe](F)(F)(F)(F)(F)F,['109.3'],"[['2', '3', '4', '5', '6', '7']]",SO2ClF
[Xe](F)(F)(F)F,['-17.8'],"[['2', '3', '4', '5']]",gas phase
[Xe](F)(F)(F)F,['-15.66'],"[['2', '3', '4', '5']]",CFCl3
[Xe](F)(F)([H])[H],['-183.4'],"[['2', '3']]",gas phase
[Xe](F)(F)([H])[H],['169.0'],"[['2', '3']]",solid phase
[Xe](F)(F)([H])[H],['-245.5'],"[['2', '3']]",HSO3F
[Xe](F)(F)([H])[H],['-290.2'],"[['2', '3']]",SbF5
[Xe](F)(F)([H])[H],['-199.6'],"[['2', '3']]",HF
[Xe](F)(F)([H])[H],['-181.8'],"[['2', '3']]",BrF5
O(OF)F,['865.0'],"[['3', '4']]",Unreported
Cl(F)(F)F,"['-4.0', '116.0']","[['4'], ['2', '3']]",Unreported
C1(C(C(C(C2=C1C(=C(F)O2)C(F)(F)F)([H])[H])([H])[H])([H])[H])([H])[H],"['-112.53', '-59.28']","[['10'], ['12', '13', '14']]",CDCl3
C1(=C(C(=C(C2=C1C(=C(C(=C2[H])OC3=C(C(=C(O3)C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])[H])C(F)(F)F)[H])[H])[H])[H])OC5=C(C(=C(O5)C6=C(C(=C(C(=C6[H])[H])[H])[H])[H])[H])C(F)(F)F)[H],['-58.63'],"[['25', '26', '27', '28', '29', '30']]",(CD3)2CO
C1(=C(C(=C(C(=C1[H])[H])OC2=C(C(=C(O2)C3=C(C(=C(C(=C3[H])[H])F)[H])[H])[H])C(F)(F)F)[H])[H])OC4=C(C(=C(O4)C5=C(C(=C(C(=C5[H])[H])F)[H])[H])[H])C(F)(F)F,"['-113.08', '-59.06']","[['39', '40'], ['21', '22', '23', '24', '25', '26']]",CDCl3
C=1(C(=C(OC1C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])C3=C(C(=C(C(=C3[H])[H])F)[H])[H])[H])C(F)(F)F,"['-113.08', '-57.24']","[['22'], ['9', '10', '11']]",CDCl3
P(F)(F)(F)=O,['-90.7'],"[['2', '3', '5']]",Unreported
C(C#CC#CF)(F)(F)F,"['-195.0', '-50.0']","[['6'], ['7', '8', '9']]",CDCl3
N(F)=NF,['134.0'],"[['3', '4']]",Unreported
N(F)=NF,['128.5'],"[['3', '4']]",Unreported
N(F)=NF,['133.7'],"[['3', '4']]",CFCl3
N(=NF)F,['94.9'],"[['3', '4']]",Unreported
N(=NF)F,['87.8'],"[['3', '4']]",Unreported
N(=NF)F,['94.9'],"[['3', '4']]",CFCl3
S(=O)(=O)(F)F,['33.0'],"[['4', '5']]",Unreported
[Sb](F)(F)(F)(F)F,['-108.0'],"[['2', '3', '4', '5', '6']]",Unreported
N#CF,['-156.0'],[['3']],Unreported
N#CF,['-159.0'],[['3']],Unreported
FC(C#CC(F)(F)F)(F)F,['-57.0'],"[['1', '6', '7', '8', '9', '10']]",Unreported
FC(C#CC(F)(F)F)(F)F,['-55.6'],"[['1', '6', '7', '8', '9', '10']]",CDCl3
O(C(=O)F)F,"['-37.2', '209.0']","[['5'], ['4']]",SF6
P(Cl)(Cl)C(F)(F)F,['-72.0'],"[['5', '6', '7']]",Unreported
C(C(C(C(C(C(C(C(OC(C(F)(F)F)(C(F)(F)F)[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],['-74.7'],"[['13', '14', '15', '16', '17', '18']]",CDCl3
C1(C(C(C(C(C1(F)[H])(O[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])(OC([H])([H])[H])[H],['-196.9'],[['7']],CD3OD
C(=C(C(=O)F)[H])([H])[H],['23.9'],[['5']],Unreported
FC(OC(F)(F)OC(=C(F)F)F)(F)F,"['-137.0', '-121.9', '-114.3', '-58.9', '-57.5']","[['12'], ['14'], ['13'], ['7', '8'], ['1', '5', '6']]",CDCl3
C(C(C(C#CC(F)(F)F)(OC(=O)C1=C(C(=C(O1)[H])[H])[H])[H])([H])[H])(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H],['-51.97'],"[['14', '15', '16']]",CDCl3
C(C(C(=C=C(C(F)(F)F)[H])OS(=O)(=O)C1=C(C(=C(C(=C1[H])[H])C([H])([H])[H])[H])[H])([H])[H])(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H],['-63.38'],"[['7', '8', '9']]",CDCl3
C(C(C(C(C(C(F)(F)F)([H])[H])=O)(OS(=O)(=O)C1=C(C(=C(C(=C1[H])[H])C([H])([H])[H])[H])[H])[H])([H])[H])(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H],['-63.66'],"[['7', '8', '9']]",CDCl3
C1(=C(N(N=N1)C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H])C(F)(F)F)C(=O)OC([H])([H])[H],['-56.61'],"[['12', '13', '14']]",CDCl3
C1(=C(N(N=N1)C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H])C(=O)OC([H])([H])[H])C(F)(F)F,['-61.12'],"[['12', '13', '14']]",CDCl3
C1(=C(N(N=N1)C(C2=C(C(=C(C(=C2[H])[H])OC([H])([H])[H])[H])[H])([H])[H])C(F)(F)C(F)(F)F)C(=O)OC([H])([H])[H],"['-108.56', '-83.63']","[['13', '14'], ['21', '22', '23']]",CDCl3
C1(=C(N(N=N1)C(C2=C(C(=C(C(=C2[H])[H])OC([H])([H])[H])[H])[H])([H])[H])C(=O)OC([H])([H])[H])C(F)(F)C(F)(F)F,"['-109.98', '-83.09']","[['13', '14'], ['21', '22', '23']]",CDCl3
C1(=C(N(N=N1)C(C2=C(C(=C(C(=C2[H])[H])OC([H])([H])[H])[H])[H])([H])[H])C(F)(F)C(F)(F)C(F)(F)F)C(=O)OC([H])([H])[H],"['-124.48', '-105.45', '-79.98']","[['21', '22'], ['13', '14'], ['26', '27', '28']]",CDCl3
C1(=C(N(N=N1)C(C2=C(C(=C(C(=C2[H])[H])OC([H])([H])[H])[H])[H])([H])[H])C(=O)OC([H])([H])[H])C(F)(F)C(F)(F)C(F)(F)F,"['-125.7', '-108.2', '-80.26']","[['21', '22'], ['13', '14'], ['26', '27', '28']]",CDCl3
C1(C(C(F)(F)F)(N(C(N1[H])=O)[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])=O,['-75.0'],"[['7', '8', '9']]",(CD3)2CO
C(C(=O)O[H])(C1=C(C(=C(C(=C1[H])[H])OC([H])([H])[H])[H])[H])(C(F)(F)F)N([H])[H],['-71.3'],"[['13', '14', '15']]","DMSO-D6, C2D6SO"
C(C(=O)O[H])(C1=C(C(=C(C(=C1[H])[H])[H])[H])[H])(C(F)(F)F)N([H])[H],['-70.8'],"[['11', '12', '13']]","DMSO-D6, C2D6SO"
C(C(=O)OC([H])([H])[H])(C1=C(C(=C(C(=C1[H])[H])OC([H])([H])[H])[H])[H])(C(F)(F)F)N([H])[H],['-73.7'],"[['13', '14', '15']]","DMSO-D6, C2D6SO"
O1C(C(C(C2(C1(C2(C(F)(F)F)[H])[H])[H])([H])[H])([H])[H])([H])[H],['-67.42'],"[['9', '10', '11']]",CDCl3
C(C(=C(C(F)(F)F)F)[H])(F)(F)F,"['-119.7', '-77.0', '-62.5']","[['8'], ['5', '6', '7'], ['9', '10', '11']]",CDCl3
C1(C(C(F)=C(C1(F)F)F)(F)F)(F)F,"['-148.7', '-129.4', '-117.3']","[['12', '13'], ['8', '9'], ['6', '7', '10', '11']]",CDCl3
C1(=C(C(=C(C(=C1F)Cl)F)Cl)F)Cl,['-114.8'],"[['10', '11', '12']]",(CD3)2CO
C1(=C(C(=NC(=C1Cl)F)F)Cl)F,"['-93.8', '-70.0']","[['10'], ['9', '11']]",CDCl3
C1(=C(N=C(N=C1F)F)F)Cl,"['-55.8', '-43.1']","[['9', '10'], ['8']]",CDCl3
C1(C(C(=C1F)F)(F)F)(F)F,"['-131.4', '-122.2']","[['5', '6'], ['7', '8', '9', '10']]",CDCl3
C(C(=C(C(F)(F)F)F)F)(F)(F)F,"['-145.9', '-69.3']","[['8', '9'], ['5', '6', '7', '10', '11', '12']]",CDCl3
C(C(=C(C(F)(F)F)F)F)(F)(F)F,"['-162.7', '-71.9']","[['4', '6'], ['7', '8', '9', '10', '11', '12']]",CDCl3
C1(C(N(O1)C(C(F)(OC(C([H])([H])[H])([H])[H])Cl)(F)F)(F)F)(F)F,"['-106.0', '-97.0', '-84.5', '-69.6']","[['11', '12'], ['5', '6'], ['7', '10'], ['14']]",Unreported
C1(C(N(O1)C(C(F)(OC(C([H])([H])[H])([H])[H])Cl)(F)F)(F)F)(F)Cl,"['-106.0', '-90.0', '-70.0', '-65.7']","[['11', '12'], ['5', '6'], ['14'], ['10']]",Unreported
C1(C(N(O1)C(C(F)(OC(C([H])([H])[H])([H])[H])Cl)(F)F)(F)F)(F)Br,"['-106.0', '-89.0', '-70.0', '-58.2']","[['11', '12'], ['5', '6'], ['14'], ['10']]",Unreported
C1(C(N(O1)[H])(F)F)(F)Cl,"['-90.0', '-62.5']","[['5', '6'], ['7']]",Unreported
C1(C(N(O1)[H])(F)F)(F)Br,"['-88.5', '-53.4']","[['5', '6'], ['7']]",Unreported
C1(C(N(O1)C(C(OC(C([H])([H])[H])([H])[H])=O)(F)F)(F)F)(F)F,"['-97.3', '-83.1']","[['5', '6', '11', '12'], ['7', '10']]",Unreported
C1(C(N(O1)Cl)(F)F)(F)F,"['-98.0', '-80.0']","[['5', '6'], ['7', '9']]",Unreported
C1(C(N(O1)F)(F)F)(F)F,"['-106.0', '-79.0', '25.3']","[['5', '6'], ['7', '9'], ['8']]",Unreported
C1(C(N(O1)C(F)=O)(F)F)(F)F,"['-95.1', '-84.4', '-5.8']","[['5', '6'], ['7', '9'], ['11']]",Unreported
FC(F)(F)N=C=O,['-48.2'],"[['1', '5', '6']]",Unreported
C1(=C(C(=C(C(=C1C(=C(C(C(F)(F)F)=O)[H])OC([H])([H])[H])[H])[H])[H])[H])[H],['-78.81'],"[['13', '14', '15']]",CDCl3
C1(=C(C(=C(C(=C1C(N2C(=C(N=N2)C([N+]([H])([H])[H])([H])[H])[H])([H])[H])[H])[H])[H])[H])[H].C(F)(F)(F)C(=O)[O-],['-75.85'],"[['16', '17', '18']]",D2O
C1(=C(C(=C(C(=C1C(N2C(=C(N=N2)C(N(C(=C(C(=O)C(F)(F)F)[H])[H])[H])([H])[H])[H])([H])[H])[H])[H])[H])[H])[H],['-77.88'],"[['20', '21', '22']]",CDCl3
C1(=C(C(=C(C(=C1C(N2C(=C(N=N2)C(N(C(=C(C(=O)C(F)(F)F)[H])C3=C(C(=C(C(=C3[H])[H])[N+]([O-])=O)[H])[H])[H])([H])[H])[H])([H])[H])[H])[H])[H])[H])[H],['-77.21'],"[['20', '21', '22']]",CDCl3
C1(=C(C(=C(C(=C1C(N2C(=C(N=N2)C(N(C(=C(C(=O)C(F)(F)F)[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])[H])[H])[H])[H])[H],['-77.11'],"[['20', '21', '22']]",CDCl3
C1(=C(C(=C(C(=C1C(N2C(=C(N=N2)C(N(C3=C(C(=O)C(F)(F)F)C(C(C(C3([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])[H])([H])[H])[H])[H])[H])[H])[H],['-72.32'],"[['20', '21', '22']]",CDCl3
C1(=C(C(=C(C(=C1C(N2C(=C(N=N2)C(N(C(=C(C(=O)C(F)(F)F)[H])C3=C(C(=C(C(=C3[H])[H])Br)[H])[H])[H])([H])[H])[H])([H])[H])[H])[H])[H])[H])[H],['-77.04'],"[['20', '21', '22']]",CDCl3
C1(=C(C(=C(C(=C1[N+](=O)[O-])[H])[N+](=O)[O-])[H])[H])C(F)(F)F,['-60.3'],"[['14', '15', '16']]",CDCl3
C=1(C(=C(C(=C(C1C(C(F)(F)F)([H])[H])[H])[H])[N+](=O)[O-])[H])[H],['-65.3'],"[['12', '13', '14']]",CDCl3
C1(=C(C(=C(C(=C1[H])[H])C(=O)OC(C([H])([H])[H])([H])[H])[H])[H])C(F)(F)F,['-63.6'],"[['11', '12', '13']]",CDCl3
C1(=C(C(C(C(F)(F)F)([H])[H])=NC(=C1[H])C(C(F)(F)F)([H])[H])[H])[H],['-64.8'],"[['11', '12', '13', '14', '15', '16']]",CDCl3
N=1C(=C(C(=NC1C(F)(F)F)[H])[H])[H],['-70.6'],"[['8', '9', '10']]",CDCl3
C1(C(C(N(S(O1)=O)C(=O)OC(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C(F)(F)F)[H],['-79.42'],"[['9', '10', '11']]",CDCl3
C1(=C(C(=C(C(=C1F)F)F)F)B(F)F)F,"['-161.5', '-144.5', '-128.2', '-73.8']","[['11', '13'], ['12'], ['10', '14'], ['8', '9']]",C6D6
C(C#C[Si](C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(F)(F)F,['-50.8'],"[['7', '8', '9']]",CDCl3
C(=C(F)Br)(F)F,"['-144.15', '-116.21', '-96.08']","[['5'], ['3'], ['4']]",THF
C(C(F)(Br)[H])(OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(F)F,"['-155.3', '-77.82', '-76.66']","[['4'], ['6'], ['5']]",THF
C1(C(C(C(C2=C1C(C(C(O2)(C(F)(F)F)O[H])(C(C([H])([H])[H])=O)[H])(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])=O,['-81.04'],"[['23', '24', '25']]","DMSO-D6, C2D6SO"
C(C(F)(F)Cl)(N=O)(F)Cl,"['-96.5', '-73.8']","[['5'], ['3', '7']]",CFCl3
C(C(C(F)(F)N(=O)=O)(F)N=O)(F)(F)F,"['-167.5', '-91.0', '-73.8']","[['8'], ['9', '10'], ['5', '6', '7']]",CFCl3
C(C(F)(F)F)(C(F)(F)[H])(C(F)(F)F)F,"['-191.9', '-133.1', '-74.3']","[['5'], ['10', '11'], ['6', '7', '8', '12', '13', '14']]",CCl4
C(C(F)(F)F)(C([H])([H])[H])(C(F)(F)F)F,"['-178.2', '-79.8']","[['5'], ['6', '7', '8', '12', '13', '14']]",CCl4
C(C(F)(F)F)(C([H])([H])F)(C(F)(F)F)F,"['-243.0', '-190.7', '-76.5']","[['9'], ['5'], ['6', '7', '8', '12', '13', '14']]",CCl4
C(C(F)(F)F)(C([H])([H])[H])(C(F)(F)[H])F,"['-178.1', '-136.6', '-131.2', '-80.8']","[['5'], ['14'], ['13'], ['6', '7', '8']]",CCl4
C(C(F)(F)F)(C([H])(F)F)(C(F)(F)[H])F,"['-198.0', '-134.6', '-74.9']","[['5'], ['10', '11', '13', '14'], ['6', '7', '8']]",CCl4
C(C(F)(F)F)(C([H])(F)F)(C(F)([H])[H])F,"['-246.7', '-192.9', '-135.6', '-76.7']","[['12'], ['5'], ['10', '11'], ['6', '7', '8']]",CCl4
C(C(F)(F)[H])(C([H])([H])[H])(C(F)(F)[H])F,"['-184.0', '-138.0']","[['5'], ['7', '8', '13', '14']]",CCl4
C(C(F)(F)[H])(C([H])([H])F)(C(F)(F)[H])F,"['-248.7', '-193.8', '-135.7']","[['9'], ['5'], ['7', '8', '13', '14']]",CCl4
C(C(F)(F)[H])(C(F)(F)[H])(C(F)(F)[H])F,"['-202.1', '-135.1']","[['5'], ['7', '8', '10', '11', '13', '14']]",CCl4
